participant_id,age,Gender (F/M),education,handedness,response,rt,Acceptability judgment (Correct/Neither/Wrong).1,Reaction time in ms.1,Acceptability judgment (Correct/Neither/Wrong).2,Reaction time in ms.2,Acceptability judgment (Correct/Neither/Wrong).3,Reaction time in ms.3,Acceptability judgment (Correct/Neither/Wrong).4,Reaction time in ms.4,Acceptability judgment (Correct/Neither/Wrong).5,Reaction time in ms.5,Acceptability judgment (Correct/Neither/Wrong).6,Reaction time in ms.6,Acceptability judgment (Correct/Neither/Wrong).7,Reaction time in ms.7,Acceptability judgment (Correct/Neither/Wrong).8,Reaction time in ms.8,Acceptability judgment (Correct/Neither/Wrong).9,Reaction time in ms.9,Acceptability judgment (Correct/Neither/Wrong).10,Reaction time in ms.10,Acceptability judgment (Correct/Neither/Wrong).11,Reaction time in ms.11,Acceptability judgment (Correct/Neither/Wrong).12,Reaction time in ms.12,Acceptability judgment (Correct/Neither/Wrong).13,Reaction time in ms.13,Acceptability judgment (Correct/Neither/Wrong).14,Reaction time in ms.14,Acceptability judgment (Correct/Neither/Wrong).15,Reaction time in ms.15,Acceptability judgment (Correct/Neither/Wrong).16,Reaction time in ms.16,Acceptability judgment (Correct/Neither/Wrong).17,Reaction time in ms.17,Acceptability judgment (Correct/Neither/Wrong).18,Reaction time in ms.18,Acceptability judgment (Correct/Neither/Wrong).19,Reaction time in ms.19,Acceptability judgment (Correct/Neither/Wrong).20,Reaction time in ms.20,Acceptability judgment (Correct/Neither/Wrong).21,Reaction time in ms.21,Acceptability judgment (Correct/Neither/Wrong).22,Reaction time in ms.22,Acceptability judgment (Correct/Neither/Wrong).23,Reaction time in ms.23,Acceptability judgment (Correct/Neither/Wrong).24,Reaction time in ms.24,Acceptability judgment (Correct/Neither/Wrong).25,Reaction time in ms.25,Acceptability judgment (Correct/Neither/Wrong).26,Reaction time in ms.26,Acceptability judgment (Correct/Neither/Wrong).27,Reaction time in ms.27,Acceptability judgment (Correct/Neither/Wrong).28,Reaction time in ms.28,Acceptability judgment (Correct/Neither/Wrong).29,Reaction time in ms.29
9f4e0b36deb76c14da0cc1f1f981dc34,43,F,Tertiary,R,Neither,23188,Neither,3302,Neither,2753,Neither,2553,Neither,2598,Correct,2772,Neither,2226,Wrong,5147,Neither,2981,Neither,3893,Correct,3035,Correct,3786,Correct,2415,Correct,2231,Correct,2827,Correct,4931,Correct,2452,Wrong,5100,Wrong,10179,Correct,3354,Wrong,3422,Correct,4314,Correct,4204,Wrong,8466,Neither,9452,Wrong,11748,Wrong,10708,Wrong,10504,Wrong,8537,Wrong,4701
a4962c5e668c30ab2e0b25a1a1f69eb5,24,M,Tertiary,R,Correct,2019,Correct,1753,Correct,2713,Correct,2373,Correct,2743,Correct,1613,Correct,1912,Correct,1757,Correct,2004,Correct,2356,Correct,2261,Correct,3031,Correct,2403,Correct,3595,Correct,3042,Wrong,1843,Wrong,2459,Wrong,5238,Correct,2550,Wrong,2270,Wrong,1742,Correct,4632,Correct,3134,Wrong,4003,Wrong,2035,Wrong,2350,Wrong,4113,Wrong,1811,Wrong,2969,Wrong,3105
acea9e154b49d6848ca69104fab50468,57,M,Tertiary,R,Neither,9636,Neither,7017,Neither,4916,Neither,2180,Correct,2841,Neither,13685,Neither,8466,Neither,3765,Neither,2269,Correct,3582,Correct,1693,Correct,2362,Correct,2739,Correct,2315,Correct,5598,Wrong,1980,Wrong,3996,Wrong,3297,Wrong,1806,Wrong,2790,Wrong,1942,Wrong,2116,Wrong,2635,Wrong,3171,Wrong,3177,Wrong,2004,Wrong,7169,Wrong,1654,Wrong,1857,Wrong,1850
d831c6240cdb3c8854e313bc0a9f57ca,37,M,Tertiary,R,Wrong,2469,Wrong,10346,Wrong,3458,Wrong,1868,Wrong,1894,Wrong,4033,Wrong,1570,Wrong,2847,Wrong,2841,Neither,4422,Correct,3568,Correct,3746,Correct,3363,Correct,6562,Correct,6380,Wrong,2086,Wrong,3973,Wrong,2422,Wrong,2956,Wrong,3755,Wrong,2951,Wrong,3200,Wrong,3049,Wrong,2918,Wrong,1969,Wrong,2760,Wrong,5171,Wrong,2647,Wrong,4287,Wrong,4166
313ac7af35b86e9e1ae8b51b2fff662a,52,M,Tertiary,L,Correct,1622,Correct,2332,Correct,4728,Correct,2530,Correct,5093,Correct,2557,Correct,3111,Correct,2317,Correct,5907,Correct,2197,Correct,2850,Correct,2447,Correct,5718,Correct,2043,Correct,4200,Correct,7099,Wrong,9309,Wrong,4113,Wrong,4272,Wrong,4559,Wrong,3325,Wrong,5891,Wrong,3587,Wrong,4643,Wrong,4602,Wrong,3667,Wrong,17513,Wrong,5369,Wrong,6226,Wrong,3560
21dcbac9ca1fddf5416133e319168fbc,54,F,Tertiary,R,Correct,6895,Correct,5050,Correct,4271,Correct,5266,Correct,4525,Correct,3242,Correct,3759,Correct,3961,Correct,8904,Neither,3728,Correct,3632,Wrong,3546,Wrong,4720,Wrong,2890,Wrong,4900,Wrong,2361,Wrong,4299,Wrong,6794,Wrong,4258,Wrong,3938,Wrong,2516,Wrong,3142,Wrong,2901,Wrong,3728,Wrong,3776,Wrong,3546,Wrong,6959,Wrong,2538,Wrong,9939,Correct,12113
215534f5593230b3d84e97e8f6c95e08,40,F,Tertiary,R,Wrong,31361,Wrong,2544,Wrong,9533,Wrong,3345,Wrong,1926,Wrong,1238,Wrong,2778,Wrong,2195,Wrong,2185,Wrong,6222,Correct,12882,Wrong,3147,Correct,6835,Correct,2956,Neither,18486,Correct,4845,Wrong,6355,Wrong,2212,Wrong,2713,Wrong,3252,Wrong,4253,Neither,5309,Correct,6925,Wrong,4253,Wrong,1881,Wrong,4015,Wrong,1920,Wrong,2161,Wrong,7514,Wrong,2544
61538e2098858ff9e381a2138e3582a9,23,F,Tertiary,R,Wrong,1028,Correct,1770,Wrong,2182,Correct,4241,Correct,3529,Wrong,4990,Wrong,925,Correct,1767,Correct,2572,Wrong,1490,Correct,3108,Correct,3486,Correct,7864,Correct,1573,Correct,5192,Wrong,2938,Wrong,4169,Wrong,3011,Wrong,5992,Wrong,6429,Wrong,3710,Wrong,2749,Wrong,2217,Wrong,8931,Wrong,3267,Wrong,2219,Wrong,3771,Correct,4880,Wrong,1805,Wrong,2550
fb933314010557319e68a2bd3b537d45,45,F,Tertiary,R,Correct,3149,Correct,5007,Correct,1856,Correct,8208,Correct,12037,Correct,5381,Correct,4293,Correct,1952,Correct,3668,Correct,2928,Correct,3702,Correct,4770,Correct,2857,Correct,4223,Correct,5138,Wrong,2747,Wrong,6071,Wrong,3065,Wrong,3094,Wrong,7097,Wrong,3264,Wrong,4390,Correct,3230,Wrong,10358,Wrong,9122,Wrong,5360,Wrong,4271,Wrong,2012,Wrong,3942,Wrong,2350
0de79b755040a4700c5aaae7619ffb13,18,M,Tertiary,R,Correct,2726,Neither,1735,Correct,1830,Correct,1899,Correct,2001,Correct,3250,Correct,4111,Correct,2718,Neither,2589,Wrong,8852,Neither,4465,Wrong,2860,Correct,2267,Correct,2389,Correct,3966,Neither,2891,Neither,9343,Correct,2319,Wrong,3267,Wrong,2210,Wrong,4048,Wrong,2703,Correct,3479,Wrong,2878,Wrong,3528,Wrong,2433,Wrong,3474,Wrong,5406,Wrong,5907,Correct,4314
f0937fd82c1ce654f73291a484e74fc0,26,F,Tertiary,R,Correct,4844,Correct,1727,Correct,1725,Correct,3253,Correct,5833,Correct,1998,Correct,2449,Neither,4190,Neither,4600,Neither,3701,Correct,2197,Correct,3521,Neither,3521,Correct,1949,Neither,4186,Wrong,2222,Wrong,2525,Wrong,3063,Wrong,2710,Wrong,3522,Wrong,3076,Wrong,2211,Wrong,3820,Wrong,4577,Neither,5968,Wrong,3461,Wrong,2189,Wrong,2072,Wrong,2418,Wrong,3511
00e0b159cf5b9abcc73b92506d8b1c38,35,M,Tertiary,R,Wrong,4201,Correct,3306,Wrong,2411,Wrong,4516,Correct,3969,Wrong,9029,Wrong,3877,Wrong,6135,Correct,2096,Wrong,5204,Correct,4035,Correct,2468,Correct,2544,Correct,3245,Correct,5908,Correct,3426,Wrong,4950,Wrong,4496,Wrong,2643,Correct,5478,Wrong,2849,Wrong,3941,Wrong,2536,Wrong,3486,Wrong,2487,Wrong,4640,Wrong,6485,Wrong,4855,Wrong,3302,Wrong,6726
1f8e7e7f8fa53b74dcdcad263b0fb6f9,58,F,Tertiary,R,Correct,3182,Wrong,3370,Wrong,2778,Wrong,11989,Wrong,7582,Correct,2602,Wrong,7689,Wrong,2735,Wrong,4235,Correct,5393,Correct,2979,Correct,3977,Correct,3796,Correct,4061,Correct,5591,Wrong,3119,Wrong,1956,Wrong,3483,Correct,4280,Wrong,2554,Wrong,4909,Wrong,3546,Wrong,2580,Wrong,7309,Wrong,8555,Wrong,3119,Wrong,4317,Wrong,3885,Wrong,7844,Wrong,2680
698a8ae55cfa995e05769510ce871993,45,F,Tertiary,R,Correct,1887,Correct,3630,Correct,4062,Correct,2746,Correct,3329,Correct,2206,Correct,2892,Correct,4283,Neither,6908,Neither,3694,Correct,4002,Correct,2875,Correct,2048,Correct,2017,Correct,3408,Correct,5373,Wrong,5680,Wrong,3707,Wrong,3932,Wrong,5191,Wrong,3572,Wrong,3784,Wrong,6478,Neither,6982,Wrong,10513,Wrong,5359,Wrong,5925,Wrong,4601,Correct,4079,Wrong,4795
65c028eb2e80955ede8cfaeded0da192,46,F,Secondary,R,Wrong,1772,Wrong,3629,Correct,2627,Wrong,8707,Correct,3675,Wrong,3985,Correct,2604,Wrong,4378,Correct,2993,Correct,2969,Correct,3590,Correct,2059,Correct,7618,Correct,2681,Correct,2713,Wrong,7320,Wrong,10794,Wrong,6634,Wrong,5817,Wrong,3046,Wrong,2575,Correct,4940,Wrong,3060,Wrong,5633,Wrong,2880,Wrong,2831,Wrong,6132,Wrong,2832,Wrong,2555,Wrong,2913
d33e3d929fe72fef61e3cac6a316489b,55,F,Tertiary,R,Wrong,10675,Wrong,2333,Wrong,4106,Wrong,3047,Wrong,6077,Wrong,3571,Wrong,3069,Wrong,2892,Wrong,2303,Wrong,2010,Correct,3474,Correct,2585,Correct,5139,Correct,5351,Correct,4677,Wrong,4458,Wrong,2817,Wrong,1760,Wrong,3070,Wrong,3098,Wrong,1960,Wrong,3263,Wrong,5500,Wrong,3827,Wrong,5993,Wrong,2425,Wrong,3905,Wrong,1718,Wrong,5041,Wrong,4134
ee1ea626de3aff014ca75e0f6d53b231,50,F,Tertiary,R,Correct,1571,Correct,2548,Correct,2298,Neither,4599,Correct,1918,Correct,2773,Correct,2142,Correct,3567,Neither,5220,Correct,2435,Correct,2740,Correct,4734,Correct,2845,Correct,1773,Neither,3302,Correct,2022,Wrong,3183,Wrong,2734,Correct,1949,Wrong,3334,Correct,2894,Wrong,2660,Correct,4828,Wrong,3469,Wrong,2603,Wrong,2589,Wrong,3708,Wrong,4980,Wrong,2733,Wrong,3981
fc54f09ebc3baf48070d4323a4a440be,27,M,Tertiary,R,Neither,6107,Wrong,4748,Wrong,2207,Wrong,2518,Wrong,7361,Wrong,2669,Wrong,4042,Wrong,5430,Wrong,1953,Wrong,7595,Correct,4906,Correct,7831,Correct,4274,Correct,2916,Neither,6555,Wrong,3307,Wrong,2465,Wrong,5494,Wrong,2985,Wrong,4331,Wrong,2455,Wrong,3374,Correct,4717,Wrong,6303,Wrong,7532,Wrong,4692,Wrong,3891,Wrong,4217,Wrong,7443,Wrong,4745
89e7f472c986b5b7804544af21277a70,22,M,Tertiary,R,Correct,2568,Wrong,9055,Wrong,2391,Wrong,3335,Correct,1948,Correct,2371,Wrong,4480,Wrong,7624,Correct,7200,Wrong,2665,Correct,3406,Correct,5411,Correct,2249,Correct,2122,Correct,2795,Wrong,8413,Wrong,3376,Wrong,8408,Correct,2568,Correct,3380,Wrong,4032,Wrong,6173,Wrong,9309,Wrong,5154,Wrong,3687,Wrong,6223,Neither,13377,Wrong,4410,Wrong,4759,Wrong,9444
054635a48143f6d4dd711cbb00b9f6fd,41,M,Tertiary,R,Wrong,6043,Wrong,10770,Wrong,8829,Wrong,4953,Wrong,9174,Wrong,4085,Correct,2880,Wrong,3784,Wrong,3539,Correct,2738,Correct,3248,Correct,2775,Correct,7814,Correct,5246,Wrong,4700,Wrong,10807,Wrong,2314,Wrong,3890,Wrong,5810,Wrong,2094,Wrong,2315,Wrong,8206,Wrong,3107,Wrong,6458,Wrong,4188,Wrong,8377,Wrong,2274,Wrong,2253,Wrong,6045,Wrong,2832
343c164dc899b37975164cf52836aaf3,60,M,Tertiary,R,Correct,2426,Wrong,2965,Wrong,3080,Wrong,5806,Correct,7518,Correct,3678,Wrong,6925,Correct,3102,Wrong,3511,Correct,2192,Correct,5249,Correct,3704,Correct,3825,Neither,10660,Correct,8192,Correct,6966,Wrong,21668,Wrong,8028,Correct,4248,Correct,2494,Correct,4319,Correct,5512,Wrong,6358,Wrong,11035,Wrong,3788,Wrong,4760,Wrong,8270,Wrong,3059,Wrong,4825,Wrong,4475
a6d2b8a10508c359b088d2e007995e4a,24,F,Tertiary,R,Wrong,5913,Wrong,5248,Wrong,4785,Wrong,7212,Wrong,5087,Wrong,4540,Wrong,4666,Wrong,4922,Wrong,4995,Wrong,9136,Correct,6280,Correct,4829,Correct,3305,Correct,4926,Correct,4267,Wrong,3272,Wrong,11913,Wrong,5434,Wrong,5285,Wrong,4556,Wrong,4500,Wrong,3568,Wrong,6651,Wrong,8582,Wrong,13337,Wrong,5945,Wrong,7055,Wrong,5252,Wrong,6165,Wrong,6038
2b32edc168af0561adaba5ad874fe72f,45,F,Tertiary,R,Wrong,2304,Wrong,3203,Wrong,4033,Wrong,2169,Wrong,2832,Wrong,4331,Wrong,1889,Wrong,1880,Wrong,3565,Wrong,2703,Correct,2337,Correct,4846,Correct,2813,Correct,3939,Wrong,2525,Wrong,6048,Wrong,3822,Wrong,2889,Wrong,3870,Correct,4442,Wrong,2376,Wrong,3291,Wrong,3532,Wrong,3263,Wrong,5411,Wrong,2046,Wrong,4027,Wrong,2229,Wrong,2852,Wrong,3689
65269008944671fff62aefe10dc2b501,21,M,Tertiary,R,Wrong,5995,Wrong,2822,Wrong,2052,Wrong,1817,Wrong,3892,Wrong,2530,Wrong,1795,Wrong,1682,Wrong,1452,Wrong,1321,Correct,1662,Correct,1687,Correct,2268,Correct,2474,Correct,3698,Correct,2061,Wrong,2582,Wrong,3696,Wrong,2522,Wrong,4363,Correct,4154,Wrong,2259,Correct,3136,Wrong,2998,Wrong,2178,Wrong,1750,Wrong,2306,Wrong,2042,Wrong,4546,Wrong,3145
ce251e843b9616ee6d11d1574a961e4c,30,M,Secondary,R,Wrong,3507,Wrong,2903,Wrong,2345,Correct,6297,Wrong,4592,Wrong,11923,Wrong,3981,Wrong,2964,Wrong,3559,Wrong,2817,Correct,8050,Correct,6203,Correct,3661,Wrong,9271,Correct,5224,Wrong,5480,Wrong,3150,Wrong,7657,Wrong,3348,Wrong,5333,Wrong,12050,Wrong,6122,Wrong,6810,Wrong,18871,Wrong,9123,Wrong,5317,Wrong,13809,Wrong,5979,Wrong,10079,Wrong,4769
c932c8533913fa29eb08b0cca03e8d2d,34,M,Tertiary,R,Correct,2700,Correct,3340,Correct,1789,Correct,6572,Correct,2356,Correct,2004,Correct,3500,Correct,4956,Correct,2254,Correct,3780,Correct,3045,Correct,4444,Correct,3172,Correct,2268,Correct,2477,Wrong,2947,Wrong,9763,Wrong,3276,Correct,2212,Wrong,4364,Wrong,5028,Wrong,5541,Wrong,3788,Wrong,5900,Correct,6900,Wrong,8651,Correct,6523,Wrong,4892,Correct,9612,Wrong,8661
9db83f76362a21c9afde940c066cef44,42,F,Tertiary,R,Correct,1316,Correct,2642,Correct,4299,Correct,3853,Correct,7353,Correct,6315,Correct,2404,Correct,1779,Wrong,7477,Correct,3131,Correct,2394,Correct,7618,Correct,2716,Correct,2740,Correct,2710,Wrong,2915,Wrong,7049,Wrong,3754,Wrong,3475,Wrong,15190,Wrong,3601,Wrong,3579,Wrong,7253,Wrong,5261,Wrong,4206,Wrong,3406,Wrong,7722,Wrong,5586,Wrong,2189,Wrong,5797
44c9f2870e9977bc4b95bf7796479db7,30,F,Tertiary,R,Correct,1803,Correct,2610,Correct,2705,Correct,3674,Correct,1563,Correct,2866,Correct,1475,Correct,1463,Correct,2486,Correct,2524,Wrong,2521,Correct,2545,Correct,2773,Correct,2241,Correct,2230,Wrong,1848,Wrong,2386,Wrong,3363,Correct,4902,Correct,2071,Correct,3711,Wrong,2694,Correct,2671,Correct,4909,Wrong,2772,Wrong,2685,Neither,4278,Wrong,2031,Wrong,2839,Wrong,4963
6d4175156dbd671735742b3fc10bd336,23,F,Tertiary,R,Correct,1887,Correct,1867,Correct,1900,Correct,3479,Correct,2694,Correct,6607,Correct,6313,Correct,4382,Correct,4001,Correct,2278,Correct,2087,Correct,2397,Correct,1512,Correct,2561,Correct,3077,Correct,4074,Neither,7029,Correct,3652,Wrong,5274,Correct,3006,Wrong,3666,Correct,11221,Correct,2540,Neither,2881,Correct,2601,Neither,3330,Correct,9343,Wrong,11236,Wrong,7061,Correct,5614
daab98b0d0e070f3ff47c67baaad8ebe,52,M,Tertiary,L,Correct,3677,Correct,2029,Correct,3822,Correct,3543,Correct,2532,Correct,1868,Correct,1949,Correct,1600,Correct,4625,Correct,1831,Correct,1753,Correct,4858,Correct,1867,Correct,4039,Correct,3671,Wrong,2256,Wrong,2386,Wrong,2981,Wrong,3203,Wrong,2104,Neither,9087,Wrong,3882,Wrong,4614,Wrong,3409,Wrong,2434,Wrong,1835,Wrong,3738,Wrong,2081,Wrong,1535,Wrong,4058
1c37be9a57b31f22d445539a8052adf1,45,M,Secondary,R,Correct,3206,Correct,2948,Correct,1894,Correct,4758,Correct,5661,Correct,3207,Correct,3326,Correct,2222,Correct,3133,Correct,7148,Correct,3501,Correct,5198,Correct,2158,Correct,2563,Correct,4060,Correct,4071,Neither,6638,Wrong,5357,Wrong,10742,Correct,3860,Wrong,4222,Wrong,3701,Correct,3491,Wrong,2635,Wrong,3061,Wrong,3644,Wrong,4069,Wrong,5366,Wrong,3966,Wrong,3957
13c2695b718d431669e2dd09e03082eb,30,F,Tertiary,R,Correct,3027,Wrong,1630,Wrong,2282,Wrong,3390,Wrong,2327,Wrong,4494,Wrong,4647,Wrong,2266,Wrong,2405,Wrong,2107,Correct,4769,Correct,4158,Correct,3031,Correct,2217,Correct,3716,Wrong,5919,Wrong,5026,Wrong,4660,Correct,3069,Correct,7902,Correct,3210,Wrong,5262,Correct,4392,Wrong,5053,Wrong,4401,Neither,5529,Wrong,5771,Wrong,2598,Wrong,3433,Wrong,2762
778ec13771914a8ba80202bb3bd63780,49,F,Tertiary,L,Wrong,2049,Correct,4224,Correct,7350,Wrong,1693,Correct,2887,Wrong,1248,Correct,8055,Wrong,1791,Correct,3530,Correct,1527,Correct,7081,Correct,3173,Correct,2858,Correct,1890,Correct,4883,Wrong,7251,Wrong,5404,Wrong,3400,Correct,7036,Wrong,3927,Wrong,6633,Wrong,3704,Correct,5253,Wrong,4159,Wrong,5932,Wrong,6211,Wrong,4994,Wrong,5179,Wrong,6175,Wrong,8629
086805c265966ff2a53482f3b6c1328c,27,M,Tertiary,R,Correct,5925,Correct,3904,Wrong,8592,Wrong,10267,Correct,1832,Correct,3216,Wrong,15066,Wrong,28891,Correct,3667,Correct,3938,Correct,3919,Correct,3943,Correct,5668,Wrong,3647,Correct,10575,Correct,2418,Wrong,4395,Wrong,2542,Wrong,5904,Wrong,5088,Wrong,5387,Wrong,3130,Correct,3602,Wrong,5799,Wrong,6116,Wrong,3552,Wrong,11418,Wrong,5254,Wrong,2810,Wrong,11660
0a14b7b4f101746c9cd29fbaa746ba5e,41,M,Tertiary,R,Wrong,10643,Wrong,2440,Wrong,2135,Wrong,3496,Wrong,1601,Wrong,1744,Wrong,6966,Wrong,2638,Wrong,1739,Wrong,3281,Correct,2393,Correct,3324,Correct,4613,Correct,2357,Correct,7628,Wrong,5224,Wrong,6500,Wrong,9467,Wrong,5029,Wrong,4921,Wrong,2939,Wrong,3586,Wrong,3301,Wrong,6680,Wrong,9056,Wrong,11074,Wrong,8559,Wrong,6030,Wrong,13749,Wrong,5480
cc00c17737476fba7e9282e4c7cee368,35,M,Secondary,R,Wrong,4738,Correct,2146,Correct,2582,Wrong,1744,Wrong,1495,Wrong,4463,Wrong,4126,Wrong,5909,Wrong,1208,Wrong,3878,Correct,2524,Correct,1477,Correct,1493,Correct,2547,Correct,2313,Wrong,2010,Wrong,3713,Wrong,4302,Wrong,1909,Wrong,2931,Wrong,4596,Wrong,1716,Wrong,4686,Wrong,3283,Wrong,2040,Wrong,2698,Wrong,3068,Wrong,1858,Wrong,2468,Wrong,4165
8a0c5d59c27542fb82f239161a0e53d8,30,M,Tertiary,R,Correct,3052,Correct,4315,Correct,7089,Wrong,6886,Correct,5191,Correct,5437,Correct,15074,Correct,8493,Correct,3115,Correct,3783,Correct,2579,Correct,6547,Correct,2194,Correct,2643,Correct,6717,Wrong,2414,Wrong,7231,Wrong,2270,Wrong,3064,Wrong,3135,Wrong,2178,Wrong,2651,Wrong,3170,Wrong,2937,Wrong,4379,Wrong,2437,Wrong,2856,Wrong,2779,Wrong,3546,Wrong,2620
62382998fef70b0e45f24054bdb9c1d3,31,M,Tertiary,L,Correct,7848,Neither,14818,Wrong,5895,Wrong,15440,Wrong,9281,Wrong,11441,Wrong,9948,Wrong,6192,Wrong,16532,Wrong,5249,Correct,6019,Correct,10476,Correct,6511,Correct,6826,Wrong,43921,Wrong,3773,Wrong,25696,Wrong,6715,Wrong,5894,Wrong,7016,Wrong,4435,Wrong,4555,Wrong,5059,Wrong,9799,Wrong,16642,Wrong,4819,Wrong,15150,Wrong,5170,Wrong,13509,Wrong,10936
c54458b6118e0f718d2d13d01eb71c5b,40,M,Tertiary,R,Neither,4338,Wrong,2466,Wrong,1494,Wrong,3467,Wrong,2759,Wrong,1673,Wrong,6646,Wrong,1725,Wrong,8407,Wrong,2277,Correct,2373,Correct,4729,Neither,5313,Correct,4886,Correct,3931,Wrong,1893,Wrong,6279,Wrong,7243,Correct,3290,Correct,2515,Wrong,2116,Wrong,3100,Correct,6459,Wrong,8084,Wrong,6326,Wrong,2713,Wrong,2551,Wrong,2197,Wrong,6444,Wrong,4715
7eae463fc67db3b156f561592b170f4c,40,F,Tertiary,L,Correct,1817,Correct,2360,Wrong,2888,Wrong,3232,Correct,1919,Correct,1864,Wrong,4911,Correct,1648,Correct,2507,Correct,3470,Correct,2586,Correct,2394,Correct,1494,Correct,3557,Correct,2164,Wrong,1618,Wrong,3052,Correct,3683,Wrong,2987,Correct,2109,Wrong,1964,Wrong,2331,Correct,1712,Wrong,1889,Correct,4633,Wrong,3375,Correct,2700,Wrong,2819,Wrong,2104,Correct,1675
31e6496931b3c5161057a3820a8435f1,23,F,Tertiary,R,Wrong,9552,Wrong,6214,Wrong,2435,Wrong,5044,Wrong,3532,Wrong,8251,Wrong,5131,Wrong,3663,Wrong,2149,Wrong,5770,Correct,4050,Correct,3546,Correct,4602,Correct,2335,Correct,7841,Wrong,9038,Wrong,2620,Wrong,4504,Correct,5405,Wrong,4300,Wrong,2474,Wrong,3884,Wrong,6213,Wrong,4664,Wrong,3480,Neither,11597,Wrong,14219,Wrong,8595,Wrong,4021,Neither,10633
8410b44996904d016f3bb66cedeb30fc,34,M,Tertiary,R,Wrong,5243,Wrong,5043,Neither,8472,Wrong,4292,Correct,4756,Neither,9980,Wrong,6275,Wrong,6577,Wrong,4896,Correct,4012,Correct,4990,Correct,3059,Correct,5590,Correct,2268,Correct,2538,Wrong,7995,Wrong,10086,Wrong,8196,Wrong,13128,Wrong,11906,Wrong,6006,Wrong,7502,Wrong,9510,Wrong,20537,Correct,6985,Wrong,5815,Wrong,5333,Neither,12842,Wrong,13038,Wrong,10123
5fb96de0d2430897ddc6039471539ac3,24,F,Tertiary,R,Correct,1697,Wrong,3712,Wrong,2516,Wrong,2004,Wrong,8647,Wrong,1399,Wrong,3300,Wrong,1226,Wrong,2341,Wrong,2228,Correct,2292,Correct,2236,Correct,1623,Correct,1969,Neither,4545,Wrong,1434,Wrong,1655,Wrong,3601,Wrong,2217,Wrong,3571,Wrong,1556,Wrong,1548,Wrong,1950,Wrong,2032,Wrong,1751,Wrong,2133,Wrong,1315,Wrong,1678,Wrong,1593,Wrong,1520
0912f84f2fb81492f8e7a4c5c02d33a9,40,F,Tertiary,R,Correct,1689,Correct,1284,Correct,1879,Correct,1666,Correct,2032,Correct,1218,Correct,2109,Correct,2762,Correct,1323,Correct,1136,Correct,1833,Correct,1960,Correct,3355,Correct,1840,Correct,1867,Correct,3131,Correct,2251,Wrong,3580,Wrong,3767,Wrong,3150,Wrong,3012,Wrong,4230,Correct,6573,Wrong,3813,Wrong,2920,Wrong,3090,Wrong,2967,Neither,10472,Wrong,6869,Wrong,4303
2b0cd3e4307d49c1287ac7b131951a5c,49,M,Tertiary,R,Correct,5849,Correct,5044,Neither,10027,Wrong,12851,Correct,5606,Correct,4294,Correct,3822,Correct,4942,Wrong,2686,Correct,5425,Correct,4132,Correct,4583,Correct,4054,Correct,5247,Wrong,9346,Wrong,3081,Wrong,4427,Wrong,3709,Correct,3669,Wrong,4296,Wrong,2357,Wrong,3053,Wrong,5335,Wrong,7309,Wrong,5758,Wrong,3720,Wrong,4476,Wrong,6431,Wrong,4515,Wrong,8218
224978a11aee4355d6d515c16801a4e8,39,F,Tertiary,R,Wrong,1880,Wrong,2735,Wrong,4624,Wrong,2591,Wrong,11158,Wrong,3110,Wrong,5871,Wrong,2509,Wrong,2062,Wrong,19495,Correct,8385,Correct,7280,Correct,3590,Correct,6352,Correct,4887,Wrong,3559,Wrong,6079,Wrong,9816,Wrong,7384,Wrong,10023,Wrong,5487,Wrong,5552,Wrong,4184,Wrong,5694,Wrong,15191,Wrong,8110,Wrong,7382,Wrong,6295,Wrong,6230,Wrong,10855
eed6d07048524b9475325353e50ddcff,28,M,Tertiary,R,Wrong,9779,Wrong,2325,Neither,4288,Neither,3153,Correct,1873,Correct,4078,Correct,3033,Wrong,3142,Correct,2602,Correct,1993,Correct,2381,Correct,2307,Correct,4079,Correct,2271,Correct,3744,Correct,2469,Wrong,4150,Neither,2655,Wrong,4325,Correct,6205,Wrong,4481,Correct,3291,Correct,3340,Neither,7311,Wrong,7277,Wrong,4604,Wrong,6494,Neither,2771,Wrong,5083,Wrong,6625
6e948cf917cff18ae5b971d3f9ac4cf6,43,M,Tertiary,R,Correct,1210,Correct,1706,Correct,1633,Correct,2817,Correct,1690,Correct,1634,Correct,1315,Correct,1849,Correct,1739,Correct,1348,Correct,1526,Correct,1685,Correct,3180,Correct,1624,Correct,2359,Correct,1926,Correct,2107,Correct,2654,Correct,2261,Correct,1875,Correct,2203,Correct,3795,Correct,2520,Correct,5420,Correct,3880,Correct,1390,Correct,1999,Correct,2847,Correct,1760,Correct,4538
